Speaker,URL,Start,End
Edward Snowden,https://www.youtube.com/watch?v=43KFAh3hMoQ,00:54.000,01:00.000
Edward Snowden,https://www.youtube.com/watch?v=43KFAh3hMoQ,01:16.000,01:24.000
Edward Snowden,https://www.youtube.com/watch?v=EezWIxcinnw,01:24.000,01:32.000
Edward Snowden,https://www.youtube.com/watch?v=EezWIxcinnw,02:20.000,02:27.000
Edward Snowden,https://www.youtube.com/watch?v=EezWIxcinnw,02:48.000,03:00.000
Michelle Obama,https://www.youtube.com/watch?v=VZwfEWpG_wA,00:02.000,00:08.000
Michelle Obama,https://www.youtube.com/watch?v=VZwfEWpG_wA,00:08.000,00:14.000
Michelle Obama,https://www.youtube.com/watch?v=VZwfEWpG_wA,00:17.000,00:22.000
Michelle Obama,https://www.youtube.com/watch?v=VZwfEWpG_wA,01:01.000,01:06.000
Michelle Obama,https://www.youtube.com/watch?v=VZwfEWpG_wA,01:28.000,01:38.000
Michelle Obama,https://www.youtube.com/watch?v=4ZNWYqDU948,01:08.000,01:20.000
Michelle Obama,https://www.youtube.com/watch?v=4ZNWYqDU948,01:20.000,01:36.000
Michelle Obama,https://www.youtube.com/watch?v=4ZNWYqDU948,03:25.000,03:34.000
Michelle Obama,https://www.youtube.com/watch?v=ySFfw0Wa2es,01:26.000,01:34.000
Michelle Obama,https://www.youtube.com/watch?v=ySFfw0Wa2es,02:12.000,02:26.000
Michelle Obama,https://www.youtube.com/watch?v=ySFfw0Wa2es,02:28.000,02:37.000
Emma Watson,https://www.youtube.com/watch?v=dSHJYyRViIU,00:11.000,00:18.000
Emma Watson,https://www.youtube.com/watch?v=dSHJYyRViIU,00:18.000,00:28.000
Emma Watson,https://www.youtube.com/watch?v=dSHJYyRViIU,01:14.000,01:20.000
Emma Watson,https://www.youtube.com/watch?v=dSHJYyRViIU,01:27.000,01:34.000
Emma Watson,https://www.youtube.com/watch?v=oE28bb11GQs,00:11.000,00:20.000
Emma Watson,https://www.youtube.com/watch?v=oE28bb11GQs,01:16.000,01:24.000
Emma Watson,https://www.youtube.com/watch?v=oE28bb11GQs,01:25.000,01:36.000
Emma Watson,https://www.youtube.com/watch?v=2C4c7VR8X7I,00:14.000,00:24.000
Emma Watson,https://www.youtube.com/watch?v=2C4c7VR8X7I,00:27.000,00:35.000
Emma Watson,https://www.youtube.com/watch?v=2C4c7VR8X7I,00:36.000,00:49.000
Emma Watson,https://www.youtube.com/watch?v=2C4c7VR8X7I,01:27.000,01:42.000
